category1;category2;السياق بأكمله;المتوقع
everyday_situation general_knowledge problem_solving;TypesofClothes(shirts,pants);كان أحمد يستعد لاجتماع رسمي ويحتاج إلى قطعة تغطي ساقيه بشكل مناسب.قرر شراء [MASK].;سروال بنطال
everyday_situation general_knowledge;TypesofClothes(shirts,pants);وجدت ليلى أن قدمها تنزلق داخل الحذاء الجديد.احتاجت إلى ارتداء [MASK].;جورب جوارب بطانات وسادات
everyday_situation general_knowledge;TypesofClothes(shirts,pants);كانت سارة تكمل استعدادها لحفل زفاف صديقتها وتبحث في خزانتها عن شيء تنتعله.لكنها أدركت أنها لم تشتري [MASK].;حذاء
everyday_situation;TypesofClothes(shirts,pants);بدأت الرياح الباردة والمطر بالهطول أثناء سيرها في الشارع.تمنيت لو أنني أحضرت [MASK].;معطفا جاكيتا
everyday_situation general_knowledge;TypesofClothes(shirts,pants);اشترت سلمى قميصا جميلاً بألوان زاهية، لكنها احتاجت إلى قطعة متوسطة الطول تغطي ركبتيها يكمل الإطلالة.وبينما هي تتصفح المحل، لفت نظرها [MASK].;تنورة
everyday_situation problem_solving;TypesofClothes(shirts,pants);بعد أن فقد أحمد بعض الوزن، أصبح بنطاله المفضل يتدلى من خصره بشكل مزعج.فتذكر أن لديه [MASK].;حزام
everyday_situation general_knowledge;TypesofClothes(shirts,pants);في طريقها إلى العمل صباحًا، اخترقت الرياح الباردة ملابس سارة عند الرقبة .نظرت في حقيبتها بحثًا عن [MASK].;وشاح
everyday_situation general_knowledge;FabricsandTextiles;كانت تبحث عن ملابس خفيفة ومريحة لارتدائها في الصيف.اختارت ملابس مصنوعة من [MASK].;القطن قطن
everyday_situation general_knowledge;FabricsandTextiles;كان الطقس باردًا جدًا، وكان يحتاج إلى شيء دافئ.ارتدى سترة مصنوعة من [MASK].;الصوف
everyday_situation general_knowledge;FabricsandTextiles;كانت بحاجة إلى شيء أنيق لارتدائه في الحفل.اختارت فستانًا مصنوعًا من [MASK].;الحرير
everyday_situation general_knowledge;FabricsandTextiles;مع ارتفاع درجة الحرارة في المدينة الساحلية، كانت تبحث عن نسيج طبيعي يسمح بتهوية الجسم ولا يسبب التعرق الزائد.في متجر الأقمشة، نصحها البائع بشراء [MASK].;الكتان كتان القطن
everyday_situation general_knowledge;FabricsandTextiles;بعد البحث عن بنطال متين يناسب حياته النشطة بين الجامعة والعمل، أراد شيئاً يقاوم البلى مع الاستخدام اليومي.في نهاية الأمر، اختار سروال [MASK].;جينز
everyday_situation general_knowledge;FabricsandTextiles;كانت تبحث عن ملابس سريعة التجفيف لرحلة في الهواء الطلق.اختارت ملابس مصنوعة من [MASK].;البوليستر النايلون
general_knowledge;FabricsandTextiles;أرادت المصممة صنع فستان سهرة طويل يتحرك بانسيابية مع كل خطوة، يتهادى كالضباب.اختارت قماش من [MASK].;الشيفون الحرير التول الارغانزا
everyday_situation general_knowledge;FabricsandTextiles;كانت تبحث عن شيء دافئ ولكن أيضًا أنيق و فاخر لارتدائه في البرد.ارتدت سترة مصنوعة من [MASK].;الكاشمير الكشمير
everyday_situation general_knowledge;FabricsandTextiles;كانت تتسوق لشراء ملابس رياضية خفيفة ومقاومة للماء.اختارت جاكيتًا مصنوعًا من [MASK].;النايلون البوليستر نسيج
general_knowledge;FabricsandTextiles;بحثت عن نبات سريع النمو لا يحتاج لمبيدات حشرية، ويصنع منه ملابس متينة.اشترت بنطالًا من [MASK].;البامبو الكتان
everyday_situation general_knowledge;FabricsandTextiles;مع ارتفاع الحرارة إلى 45 درجة، كانت ليلى تبحث عن ملابس تسمح بتهوية الجسم.نصحها البائع باختيار أقمشة من [MASK].;القطن
everyday_situation general_knowledge;FabricsandTextiles;قبل حفل التخرج، أرادت سارة قميصًا بملمس فاخر يذكّر بأزياء الأميرات في القصور.أخبرها الخياط أن أفضل خيار هو [MASK].;الحرير
general_knowledge;FabricsandTextiles;في رحلتها إلى ألاسكا، احتاجت ليلى إلى معطف دافئ مصنوع من نسيج يحافظ على الحرارة حتى في درجات التجمد.نصحها الخبير بشراء معطف من [MASK].;الصوف الفرو
general_knowledge;FabricsandTextiles;في رحلتها إلى الإسكندرية، لاحظت أن القميص الوحيد الذي ظل مكويًا وناعمًا رغم الرطوبة العالية كان خفيفًا ومثقبًا.أخبرتها صديقتها: هذا النوع من الأقمشة يصنع من [MASK].;الكتان
everyday_situation general_knowledge;FabricsandTextiles;في حفل الزفاف، لاحظ الجميع كيف يلمع فستان العروس بشكل فاخر مع كل حركة، وكأنه مغطى بطبقة ناعمة مخمليةعندما سألت عن السر، قالت العروس: إنه مصنوع من [MASK].;القطيفة الساتان
everyday_situation general_knowledge;FabricsandTextiles;بحثت ليلى عن سروال متين وقوي للعمل في الحقل.أوصى البائع بأن تشتري سروالًا مصنوعًا من [MASK].;الجينز الدانيم
general_knowledge;FabricsandTextiles;بينما كانت تفحص فستان زفاف جدتها القديم، أعجبت سارة بالزخارف الدقيقة الشبيهة بالشبكات على الأكمام والياقة.شرحت لها الجدة: هذه التفاصيل الجميلة تسمى [MASK].;الدانتيل
general_knowledge;FabricsandTextiles;كان القماش خفيفًا وشفافًا يتحرك برقة مع الهواء.قالت البائعة إن هذا النوع من الأقمشة يسمى [MASK].;الشيفون فوال اورجانزا شاش
general_knowledge problem_solving;FabricsandTextiles;أرادت سارة فستانًا لامعًا وناعم الملمس لكن أكثر سماكة وأقل تكلفة من الحرير.اختارت أن يكون الفستان مصنوعًا من [MASK].;الساتان البوليستر
general_knowledge;FabricsandTextiles;أراد خالد شراء معطف كلاسيكي بخياطة محكمة ونسيج قطري متين، يناسب المطر والبرد.أوصاه البائع باختيار معطف مصنوع من [MASK].;جبردين الواقي التقليدي القماش المبلول الصوف المظلات
everyday_situation general_knowledge;FabricsandTextiles;أرادت هدى إضافة طبقة ناعمة وشفافة فوق فستان سهرتها لتعطيه مظهرًا أكثر أناقة.طلبت من الخياطة أن تستخدم [MASK].;التول الشيفون
everyday_situation general_knowledge;FabricsandTextiles;قرر سامر أن يصنع بنفسه أغطية جديدة للمقاعد.ذهب إلى السوق لشراء [MASK].;قماش
everyday_situation general_knowledge;FarmingandGathering;مع ارتفاع درجات الحرارة، كان ينتقل بين الخطوط الزراعية حاملاً وعاءً كبيرًا لترطيب التربة الجافة.خصص ساعة كل مساء لـ [MASK].;سقاية السقي الري سقي ري
everyday_situation general_knowledge;FarmingandGathering;عند اكتمال نضج السنابل، كان يحتاج لأداة حادة ذات نصل منحني لقطع المحصول.أمسك ب [MASK].;المنجل
everyday_situation general_knowledge;FarmingandGathering;كان المزارع يزرع البذور بعناية في الأرض، متفائلًا بموسم جيد.بعد فترة من الزمن بدا الزرع [MASK].;ينمو
everyday_situation general_knowledge;FarmingandGathering;كانت الأسرة تستمتع بزيارة البستان في الصباح الباكر لجمع الثمار الطازجة.بعد الانتهاء قامو بتوزيع [MASK].;الفواكه الثمار الفاكهة المحصول الغلة الحصاد
everyday_situation general_knowledge;FarmingandGathering;كانت الأم تعد قائمة بالطعام الصحي لأطفالها، وتفكر في إضافة مكونات طازجة.ذهبت إلى الحديقة لتجمع [MASK].;الخضروات الخضار الاعشاب الفواكه
